sample_ID,extraction_ID,seq_date,alternative_ID,collection_year,collection_month,collection_day,location1,location2,location3,longitude,latitude,sample_type,collected_by,extraction_by,extraction_date
NC22-3-C,NC22-3,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA
NC22-4-A,NC22-4,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA
NC22-4-B,NC22-4,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA
NC22-4-C,NC22-4,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA
NC22-5-A,NC22-5,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA
NC22-5-B,NC22-5,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA
NC22-5-C,NC22-5,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA
PC21-1-A,PC21-1,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
PC21-1-B,PC21-1,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
PC21-1-C,PC21-1,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
PC21-2-A,PC21-2,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
PC21-2-B,PC21-2,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
PC21-2-C,PC21-2,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
PC21-3-A,PC21-3,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
PC21-3-B,PC21-3,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
PC21-3-C,PC21-3,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
PC21-4-A,PC21-4,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
PC21-4-B,PC21-4,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
PC21-4-C,PC21-4,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
PC22-1-A,PC22-1,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
PC22-1-B,PC22-1,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
PC22-1-C,PC22-1,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
PC22-2-A,PC22-2,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
PC22-2-B,PC22-2,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
PC22-2-C,PC22-2,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
PC22-3-A,PC22-3,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
PC22-3-B,PC22-3,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
PC22-3-C,PC22-3,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
PC22-4-A,PC22-4,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
PC22-4-B,PC22-4,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
PC22-4-C,PC22-4,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
COM1-A,COM1,20240820,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM1-B,COM1,20240820,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM1-C,COM1,20240820,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM10-A,COM10,20240820,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM10-B,COM10,20240820,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM10-C,COM10,20240820,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM2-A,COM2,20240820,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM2-B,COM2,20240820,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM2-C,COM2,20240820,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM3-A,COM3,20240820,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM3-B,COM3,20240820,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM3-C,COM3,20240820,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM4-A,COM4,20240820,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM4-B,COM4,20240820,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM4-C,COM4,20240820,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM5-A,COM5,20240820,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM5-B,COM5,20240820,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM5-C,COM5,20240820,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM6-A,COM6,20240820,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM6-B,COM6,20240820,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM6-C,COM6,20240820,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM7-A,COM7,20240820,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM7-B,COM7,20240820,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM7-C,COM7,20240820,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM8-A,COM8,20240820,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM8-B,COM8,20240820,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM8-C,COM8,20240820,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM9-A,COM9,20240820,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM9-B,COM9,20240820,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM9-C,COM9,20240820,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM11-A,COM11,20241104,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM11-B,COM11,20241104,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM11-C,COM11,20241104,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM12-A,COM12,20241104,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM12-B,COM12,20241104,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM12-C,COM12,20241104,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM13-A,COM13,20241104,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM13-B,COM13,20241104,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COM13-C,COM13,20241104,NA,NA,NA,NA,NA,NA,NA,NA,NA,mock,NA,NA,NA
COMNC-A,COMNC,20241104,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA
COMNC-B,COMNC,20241104,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA
COMPC-C,COMPC,20241104,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
